kommune;kommunenavn;aargang;funksjon;eid_areal_m2;portefoljeareal_m2;drift_kr;energi_kr;renhold_kr;vedlikehold_kr;forvaltning_kr;drift_kr_m2;energi_kr_m2;renhold_kr_m2;ovrig_drift_kr_m2;vedlikehold_kr_m2;forvaltning_kr_m2;dv_kr_m2;fdv_kr_m2;energibruk_kwh;kwh_m2;fornybarandel;implisitt_energipris_kr_kwh;flagg_kostnad;flagg_energi
0301;Oslo - Oslove;2025;261;411743.0;2389079.0;458397000.0;52394000.0;27738000.0;134499000.0;389503000.0;1113.3085444075552;127.24927928343651;67.3672655029958;918.6919996211229;326.65764809602103;163.03479290555063;1439.9661925035762;1603.0009854091268;52460000.0;127.40957344751459;1.0;0.9987418985894014;;
1101;Eigersund;2025;261;3824.0;53730.0;4905000.0;743000.0;1858000.0;1763000.0;11285000.0;1282.6882845188284;194.29916317991632;485.87866108786613;602.510460251046;461.0355648535565;210.0316396798809;1743.7238493723848;1953.7554890522658;957000.0;250.26150627615064;1.0;0.7763845350052246;;
1103;Stavanger;2025;261;111251.0;691046.0;69566000.0;17464000.0;22476000.0;24040000.0;116727000.0;625.3067388158308;156.97836423942258;202.02964467735123;266.2987298990571;216.0879452768964;168.9135021402338;841.3946840927273;1010.3081862329611;16658000.0;149.733485541703;1.0;1.0483851602833474;;
1106;Haugesund;2025;261;22436.0;144870.0;17373000.0;6922000.0;5030000.0;3392000.0;1003000.0;774.3358887502228;308.5220181850597;224.19326083080762;241.6206097343555;151.18559458013905;6.923448609097812;925.5214833303619;932.4449319394597;8064000.0;359.4223569263683;0.873015873015873;0.8583829365079365;;
1108;Sandnes;2025;261;63406.0;375026.0;73745000.0;15318000.0;14503000.0;9025000.0;34018000.0;1163.0602782071098;241.58596978203954;228.73229662807935;692.7420117969908;142.33668737974324;90.7083775524897;1305.396965586853;1396.1053431393427;11276000.0;177.8380594896382;0.9997339482085846;1.3584604469670096;;
1111;Sokndal;2025;261;8765.0;22443.0;4898000.0;1034000.0;1616000.0;310000.0;1396000.0;558.813462635482;117.96919566457501;184.36965202509984;256.47461494580716;35.36794067313178;62.20202290246402;594.1814033086138;656.3834262110778;1156000.0;131.88819167142043;1.0;0.8944636678200691;;
1112;Lund;2025;261;6980.0;23592.0;4499000.0;1261000.0;504000.0;185000.0;830000.0;644.5558739255015;180.65902578796562;72.20630372492836;391.69054441260744;26.50429799426934;35.181417429637165;671.0601719197708;706.241589349408;1264000.0;181.0888252148997;1.0;0.997626582278481;;
1114;Bjerkreim;2025;261;1922.0;16355.0;6198000.0;923000.0;1054000.0;197000.0;0.0;3224.7658688865763;480.2289281997919;548.3870967741935;2196.149843912591;102.49739854318419;0.0;3327.2632674297606;3327.2632674297606;524000.0;272.6326742976067;1.0;1.7614503816793892;DV_uteligger_hoy;
1119;Hå;2025;261;20530.0;87711.0;15597000.0;5015000.0;4397000.0;1842000.0;4768000.0;759.7174866049684;244.27666829030687;214.174378957623;301.2664393570385;89.72235752557233;54.360342488399404;849.4398441305407;903.8001866189401;3442000.0;167.6570871894788;0.9982568274259151;1.4570017431725741;;
1120;Klepp;2025;261;10915.0;87369.0;8301000.0;2472000.0;2509000.0;2247000.0;8764000.0;760.5130554283097;226.47732478240954;229.8671552908841;304.16857535501606;205.86349060925332;100.31017866749076;966.376546037563;1066.6867247050538;2158000.0;197.7095739807604;1.0;1.1455050973123264;;
