kommune;kommunenavn;aargang;funksjon;eid_areal_m2;portefoljeareal_m2;drift_kr;energi_kr;renhold_kr;vedlikehold_kr;forvaltning_kr;drift_kr_m2;energi_kr_m2;renhold_kr_m2;ovrig_drift_kr_m2;vedlikehold_kr_m2;forvaltning_kr_m2;dv_kr_m2;fdv_kr_m2;energibruk_kwh;kwh_m2;fornybarandel;implisitt_energipris_kr_kwh;flagg_kostnad;flagg_energi
0301;Oslo - Oslove;2022;261;507670.0;2333925.0;229084000.0;81731000.0;28943000.0;194897000.0;485961000.0;451.24588807690037;160.99237693777454;57.011444442255794;233.24206669687;383.9048988516162;208.21620232012597;835.1507869285166;1043.3669892486425;87425000.0;172.20832430515887;1.0;0.9348698884758364;;
1101;Eigersund;2022;261;2862.0;49539.0;429000.0;88000.0;0.0;37000.0;9466000.0;149.89517819706498;30.74772886093641;0.0;119.14744933612859;12.928022361984626;191.08177395587316;162.8232005590496;353.90497451492274;728000.0;254.3675751222921;1.0;0.12087912087912088;drift_urimelig_lav|energi_urimelig_lav|renhold_urimelig_lav;implisitt_pris_utenfor
1103;Stavanger;2022;261;104155.0;681196.0;64206000.0;27857000.0;10160000.0;22584000.0;69252000.0;616.4466420239066;267.45715520138253;97.54692525562864;251.4425615668955;216.8306850367241;101.66237030164592;833.2773270606308;934.9396973622768;18262000.0;175.3348375018002;1.0;1.5254079509363705;;
1106;Haugesund;2022;261;22292.0;135720.0;21582000.0;10796000.0;5828000.0;3712000.0;3028000.0;968.1500089718285;484.2993001973802;261.43908128476585;222.4116274896824;166.517136192356;22.310639552018863;1134.6671451641844;1156.9777847162031;6901000.0;309.57294096536873;0.7087378640776699;1.5644109549340675;;
1108;Sandnes;2022;261;54714.0;315523.0;63290000.0;17639000.0;11974000.0;1286000.0;29226000.0;1156.7423328581351;322.3854954856161;218.8470958072888;615.5097415652301;23.504039185583213;92.62716188677211;1180.2463720437183;1272.8735339304903;11410000.0;208.5389479840626;0.999649430324277;1.5459246275197194;;
1111;Sokndal;2022;261;8765.0;22443.0;5592000.0;2654000.0;1487000.0;155000.0;877000.0;637.9920136908157;302.79520821448943;169.65202509982888;165.54478037649744;17.68397033656589;39.076772267522166;655.6759840273817;694.7527562949039;1360000.0;155.1625784369652;1.0;1.9514705882352943;;
1112;Lund;2022;261;6980.0;23592.0;4069000.0;2642000.0;392000.0;13000.0;421000.0;582.9512893982808;378.51002865329514;56.16045845272206;148.28080229226362;1.8624641833810889;17.845032214309935;584.8137535816619;602.6587857959719;1303000.0;186.676217765043;1.0;2.0276285495011512;;
1114;Bjerkreim;2022;261;3503.0;17774.0;4081000.0;1608000.0;848000.0;16000.0;406000.0;1165.0014273479874;459.035112760491;242.07821866971167;463.88809591778477;4.567513559805881;22.842354000225047;1169.5689409077934;1192.4112949080184;611000.0;174.42192406508707;1.0;2.6317512274959083;;
1119;Hå;2022;261;20530.0;88908.0;14635000.0;6005000.0;4003000.0;1925000.0;3283000.0;712.8592303945446;292.498782269849;194.98295177788603;225.37749634680955;93.76522162688748;36.92581095064561;806.624452021432;843.5502629720777;2869000.0;139.7467121285923;1.0;2.0930637852910423;;
1120;Klepp;2022;261;10915.0;89364.0;8756000.0;2950000.0;1954000.0;493000.0;2338000.0;802.19880897847;270.27027027027026;179.01969766376547;352.90884104443427;45.16720109940449;26.162660579204154;847.3660100778745;873.5286706570787;2153000.0;197.2514887769125;1.0;1.3701811425917323;;
1121;Time;2022;261;8654.0;87088.0;7173000.0;2062000.0;2544000.0;723000.0;8181000.0;828.8652646175179;238.2713196209845;293.96810723364916;296.6258377628842;83.54518141899699;93.93946353114092;912.4104460365149;1006.3499095676559;1438000.0;166.16593482782528;0.9638386648122392;1.4339360222531294;;
1122;Gjesdal;2022;261;5450.0;57501.0;4205000.0;1564000.0;792000.0;748000.0;3284000.0;771.559633027523;286.9724770642202;145.32110091743118;339.26605504587155;137.24770642201835;57.11205022521347;908.8073394495412;965.9193896747547;970000.0;177.9816513761468;1.0;1.6123711340206184;;
1124;Sola;2022;261;27870.0;185461.0;21303000.0;10547000.0;5268000.0;1329000.0;13526000.0;764.3702906350915;378.4355938284894;189.02045209903122;196.91424470757087;47.68568353067815;72.93177541369883;812.0559741657696;884.9877495794684;5064000.0;181.70075349838535;1.0;2.082740916271722;;
1127;Randaberg;2022;261;12030.0;66126.0;10051000.0;5285000.0;2553000.0;1396000.0;98000.0;835.4945968412303;439.3183707398171;212.21945137157107;183.95677472984207;116.04322527015793;1.4820191755134138;951.5378221113882;953.0198412869016;2905000.0;241.47963424771405;1.0;1.819277108433735;;
1130;Strand;2022;261;4429.0;62752.0;7840000.0;4588000.0;996000.0;2360000.0;4288000.0;1770.1512756829984;1035.8997516369384;224.88146308421764;509.3700609618424;532.851659516821;68.33248342682305;2303.002935199819;2371.3354186266424;1031000.0;232.7839241363739;1.0;4.450048496605238;DV_uteligger_hoy;implisitt_pris_utenfor
1133;Hjelmeland;2022;261;6425.0;26169.0;5372000.0;2020000.0;1712000.0;958000.0;1338000.0;836.1089494163424;314.3968871595331;266.4591439688716;255.25291828793775;149.10505836575877;51.12919867018228;985.2140077821011;1036.3432064522833;822000.0;127.93774319066148;1.0;2.4574209245742096;;
1134;Suldal;2022;261;8953.0;36909.0;5027000.0;2031000.0;1402000.0;523000.0;1262000.0;561.48776946275;226.85133474812912;156.59555456271642;178.0408801519044;58.41617334971518;34.19220244384839;619.9039428124651;654.0961452563134;1859000.0;207.63989724114822;1.0;1.092522861753631;;
