kommune;kommunenavn;aargang;funksjon;eid_areal_m2;portefoljeareal_m2;drift_kr;energi_kr;renhold_kr;vedlikehold_kr;forvaltning_kr;drift_kr_m2;energi_kr_m2;renhold_kr_m2;ovrig_drift_kr_m2;vedlikehold_kr_m2;forvaltning_kr_m2;dv_kr_m2;fdv_kr_m2;energibruk_kwh;kwh_m2;fornybarandel;implisitt_energipris_kr_kwh;flagg_kostnad;flagg_energi
0301;Oslo - Oslove;2025;221;296689.0;2389079.0;444300000.0;49066000.0;84023000.0;214869000.0;389503000.0;1497.5277142057846;165.37856138919878;283.2022757837331;1048.9468770328526;724.2230079308637;163.03479290555063;2221.750722136648;2384.7855150421988;34481000.0;116.21934079119886;1.0;1.422986572315188;;
1101;Eigersund;2025;221;5744.0;53730.0;5296000.0;683000.0;1899000.0;496000.0;11285000.0;922.0055710306407;118.90668523676881;330.6058495821727;472.4930362116992;86.35097493036211;210.0316396798809;1008.3565459610028;1218.3881856408836;420000.0;73.11977715877437;1.0;1.6261904761904764;;
1103;Stavanger;2025;221;69478.0;691046.0;72240000.0;13021000.0;27337000.0;14173000.0;116727000.0;1039.7535910647975;187.4118425976568;393.46267883358763;458.87906963355306;203.99263076081638;168.9135021402338;1243.746221825614;1412.6597239658477;8747000.0;125.8959670687124;1.0;1.4886246713158797;;
1106;Haugesund;2025;221;4172.0;144870.0;2613000.0;744000.0;722000.0;838000.0;1003000.0;626.3183125599232;178.33173537871525;173.05848513902205;274.928092042186;200.86289549376798;6.923448609097812;827.1812080536913;834.1046566627891;519000.0;124.40076701821668;1.0;1.4335260115606936;;
1108;Sandnes;2025;221;30179.0;375026.0;30437000.0;4161000.0;7473000.0;4664000.0;34018000.0;1008.5489910202459;137.8773319195467;247.6225189701448;623.0491401305544;154.5445508466152;90.7083775524897;1163.093541866861;1253.8019194193507;4675000.0;154.90904271181947;0.9955080213903743;0.8900534759358288;;
1111;Sokndal;2025;221;140.0;22443.0;0.0;0.0;0.0;1000.0;1396000.0;0.0;0.0;0.0;0.0;7.142857142857143;62.20202290246402;7.142857142857143;69.34488004532116;0.0;0.0;;;areal_for_lite|drift_null|drift_urimelig_lav|energi_urimelig_lav|renhold_urimelig_lav;areal_for_lite|kwh_null|kwh_urimelig_lav
1112;Lund;2025;221;1071.0;23592.0;804000.0;168000.0;170000.0;63000.0;830000.0;750.7002801120448;156.86274509803923;158.73015873015873;435.10737628384686;58.8235294117647;35.181417429637165;809.5238095238095;844.7052269534466;131000.0;122.3155929038282;1.0;1.2824427480916032;;
1114;Bjerkreim;2025;221;1560.0;16355.0;1363000.0;178000.0;330000.0;2000.0;0.0;873.7179487179487;114.1025641025641;211.53846153846155;548.0769230769231;1.2820512820512822;0.0;875.0;875.0;129000.0;82.6923076923077;1.0;1.37984496124031;;
1119;Hå;2025;221;11742.0;87711.0;9404000.0;1705000.0;3102000.0;1564000.0;4768000.0;800.885709419179;145.2052461250213;264.1798671435871;391.50059615057063;133.19707034576734;54.360342488399404;934.0827797649464;988.4431222533458;1440000.0;122.63668880940214;1.0;1.1840277777777777;;
1120;Klepp;2025;221;10297.0;87369.0;8527000.0;1823000.0;2417000.0;1790000.0;8764000.0;828.1052733805963;177.04185685151015;234.72856171700496;416.3348548120812;173.83703991453822;100.31017866749076;1001.9423132951345;1102.2524919626253;1275000.0;123.82247256482471;1.0;1.4298039215686273;;
